,chatID,personType,personID,createdAt,plainText,language
11546,B3610237497bl,user,Xa69466645edq,2021-03-11 11:09:33,"안녕하세요. 갑자기 강의가 사라져서 믄ㅇ,ㅣㄷ",kor
11559,A1798464497ek,user,B0e975803cc7f,2021-03-19 15:34:52,안녕하세요. 고려대 세종캠퍼스 교수학습지원센터 이러닝 담당 정가영입니다. 현재 콜라보레이트 서버 오류 문의가 많은지 문의드립니다.,kor
11574,Z2118269497ed,user,B04172424c4fn,2021-03-11 11:22:12,안녕하세요,kor
11578,Cc2130964984v,user,K6d128955ef8h,2021-03-11 11:46:26,"안녕하세요. 기계과 전산기이용기계제도 수업조교 입니다. 한가지 궁금한 사항이 있어 연락드렸는데요. 내일 10시 30분부터 수업이 시작되는데, 혹시 오늘 동영상을 올려놓아도 내일 10시 30분까지 학생들이 보지 못하게 설정할 수 있나요? 영상은 google drive 를 활용하여 업로드할 예정입니다.",kor
11581,Be486621498ba,user,X6b5295743b1q,2021-03-11 12:16:59,네 감사합니다,kor
11600,C75897054996w,user,T974254247b4k,2021-03-11 13:02:06,"안녕하세요. 교양교육원 강사 박수민이라고합니다. 자유정의진리 I강의를 진행 중입니다. 다름이 아니라, 학생들이 블랙보드 '시험'에 내용을 적어서 제출하고 그것을 엑셀 파일로 일괄 다운로드 받았는데요. 여기서 엑셀 파일에 이름이 정렬되는 기준이 무엇인지 궁금합니다. 감사합니다.",kor
11608,M57424214996f,user,D378543740a9w,2021-03-11 13:03:59,"안녕하세요, 락다운브라우저 윈도우 실행 권한 문제로 실행이 안된다는 메세지는 어떻게 해결해야 하나요",kor
11615,O0c529514997y,user,P943741639f8s,2021-03-11 13:05:46,토론실에 글올리는 방법,kor
11634,B04880164997i,user,Z465025440a8e,2021-03-11 13:08:51,"원격으로 봐주신다고 했는데 브라우져가 닫혔네요, 다시 확인 부탁드립니다,.",kor
11639,O4b941154997y,user,U4531515397bs,2021-03-11 13:09:18,"안녕하세요! 경제학과 21학번 박재원이라고 합니다. 현재 제가 수강 정정 기간에 취소한 과목이 블랙보드에 여전히 남아 있어서 문의드립니다. 혹시 도움이 될까 정보 올려드립니다.

학생: 
박재원 2021150267  jaewonpark02@gmail.com

취소과목 : 
221R [학부]골프(GOLF)-05분반
ID: 20211R0136PHEK10705",kor
11643,Bff6400449a0v,user,Ee682890aa21w,2021-03-11 13:44:23,미리접속해 있었는데 학생들이 못들어온 적이 있었어요. 일시적인 현상인가요?,kor
11646,Hd33523249a2v,user,A31723214c54m,2021-03-11 13:54:33,수강신청 내역에 있는 과목이 블랙보드에서는 안보입니다...,kor
11658,Y8d2478249a3q,user,Xe940833a93bs,2021-03-23 14:50:42,"혹시 collarborate내에서 설문조사 했을때 누가 어떤 응답 눌렀는지, 누가 무응답인지 알 수 있나요?",kor
11665,U3b7081449a3q,user,Y41423733daap,2021-03-11 13:58:25,매번 강의에서 collaborate를 이용한 장시간 강의가 끝날때마다 크롬의 메모리 사용량이 4기가 가까이 되면서 크롬이 멈춥니다...,kor
11668,Ccf7964649a3l,user,Xa0343014f21y,2021-03-11 13:58:30,"안녕하세요. 정치외교학과 이동선교수님 연구조교 이은비입니다. 청강생분들의 성함이 계속해서 수업 사용자목록에 사라져서 문의드립니다. 이러닝팀에도 문의드려서 며칠전에 해결을 했는데 똑같은 문제가 발생하네요 ㅠ.ㅠ                   [20세기국제관계사]와 [국제관계이론] 수업입니다. 특히 20세기국제관계사는 오늘 2시 수업이라, 바쁘시겠지만 확인 꼭 부탁드립니다!",kor
11677,I6d5172849a3k,user,L5466262cf96r,2021-03-11 14:00:30,강의를 어떻게 듣나요? ㅠㅠ,kor
11692,T518730549aab,user,Ka673155ea94x,2021-03-11 14:30:13,녹화된 강의는 어디서 확인 할 수 있나요,kor
11699,Lb98899249abo,user,K05946344454u,2021-03-11 14:31:55,"안녕하세요. Kaltura 녹화강의 시청시, 출석인정 관련하여 질문드립니다.",kor
11705,Z815355849abq,user,Cb4603774d96b,2021-03-11 14:32:39,블랙보드로 수업에 들어가려고 하면 화면이 멈춥니다. 어떻게 해야하나요?,kor
11708,Q8d4227649aew,user,M53751134bd0b,2021-03-11 14:46:15,안녕하세요!,kor
11727,Uac2970649b2o,user,Q834586346aet,2021-03-11 15:01:57,안녕하세요,kor
11731,Z531477549bau,user,K6d128955ef8h,2021-03-11 15:37:20,안녕하세요. 기계공학과 전산기이용기계제도 조교입니다. 혹시 블랙보드에서도 지각과 결석을 구분할 수 있을까요? 예를들어 학생이 몇분부터 이 수업을 들었는지 표시가 되는지 궁금합니다.,kor
11738,Ee89039749bcq,user,W7865183a8dbz,2021-03-11 15:47:00,블랙보드 오디오를 변경하는 방법은 뭔가요?,kor
11758,B656149049bdz,user,Ge88192749bdd,2021-03-11 15:48:37,로그인인 안됨,kor
11766,Qf67738749bdd,user,Pa26936749bdv,2021-03-11 15:48:54,쿠키를 삭제하고 하니깐 먼저 말씀드린 오류는 고쳐졌는데ㅔ요,kor
11773,Se44087049bdk,user,Ka47337849bcc,2021-03-11 15:49:09,로그인이 안됩니다,kor
11778,O3e2750649bdp,user,Eab4995749bdk,2021-03-11 15:50:27,이러한 오류가 발생해서 문의드립니다. 블랙보드 로그인을 누르면 이렇게 뜨내요.,kor
11784,H0f5251749c2t,user,Zaf497154879m,2021-03-11 16:11:55,오늘 줌 강의 영상이 컨버팅 되다가 저장 버튼 없이 사라져서 현재 강의 녹화본이 없습니다. 이 강의 영상을 제가 받을 수 있는 방법이 있을까요 ?,kor
11804,Rde4607549c3m,user,L607737049bfx,2021-03-11 16:15:01,인공지능과표준 수강을 하려고 합니다,kor
11821,He05388649c5l,user,Hf7943954363o,2021-03-11 16:25:44,공지사항에 첨부파일 넣기,kor
11825,G947553949c5q,user,Nc83679349c5b,2021-03-11 16:25:51,스마트폰 앱에서는 수업을 들을 수 없다는 것이 사실 인가요 ?,kor
11828,O751238649cah,user,W5a945023e30u,2021-03-11 16:46:43,"녹화강의로 올린 것이 있는데, 학생들이 블랙보드에서 진도율 확인이 안된다고 합니다. 제가 따로 블랙보드에서 설정해야 하는 것이 있나요?",kor
11833,O3f7749549ccr,user,Wb66314249cao,2021-03-11 16:52:42,교수님이 zoom 강의를 녹화를 계속 하셨다는데 학생 화면에서는 previous meetings에 는 영상 날짜만 뜨고 그 옆에 recording details가 뜨지 않습니다. cloud meetings에는 아무 기록도 없습니다 이럴때는 교수님이 어떻게 설정하셔야 학생들이 녹강을 볼수있나요 ?,kor
11841,G679610849cct,user,R2a312193d85k,2021-03-11 16:54:33,Assignments and tests에 업로드는 어떻게 하는건가요??,kor
11845,U215612149d2x,user,B1724273abb4q,2021-03-11 17:18:47,"안녕하세요 1. 청강생 등록을 교수님이 해주셨는데 관리자모드로 창이 떠서 모든 메뉴 창이 왼쪽에 다 뜨는데요, 문의하면 바꿀 수 있나요?",kor
11864,I3e3136049d7r,user,Jdf198273d1et,2021-03-11 17:38:35,"안녕하세요 21학번 신입생입니다. 
녹화된 강의를 다 들었는데 이 전에 잠깐 들었다가 끈 기록(6분) 만 기록되어 출석인정이 안되고 있습니다. 
새로운 창 안 열었고 다른 창 만진거 없이 50분 동안 강의 다 들었는데 출석 인정이 안되고 있습니다. 어떻게 해야하나요?",kor
11873,J8f3034449ecd,user,Pe94501549e3c,2021-03-11 19:09:12,포털아이디로 들어왔는데 블랙보드로 들어 갈수가 없네여,kor
11876,Ya33549149eea,user,Zaf498954c9ak,2021-03-11 19:20:36,"강의자료 다운로드가 너무 느린데, 서버에 문제가 있는걸까요?",kor
11884,V933892949f1q,user,F4f8752949eex,2021-03-11 19:33:06,강의,kor
11888,Hf19886149fax,user,Jaa216794ba9c,2021-03-11 20:11:15,학생들이 자신의 영상출석현황을 확인할 수 있는 방법이 있는지?,kor
11896,H93893884a0ch,user,Jaa216794ba9c,2021-03-11 21:25:09,그런데 문제가 있습니다. 학생들에게 자신의 출석을 임의로 변경할 수 있는 권한이 부여됩니다. 이를 어떻게 보완하면 좋을까요?,kor
11905,O2a529134a0cs,user,Jaa216794ba9c,2021-03-11 21:27:43,내일 다시 연락 드리겠습니다.,kor
11907,Zce276084a0da,user,Zda607914938f,2021-03-11 21:31:27,줌으로 수업시 출석은 일일히 답변 통해 확인해야 합니까? 아니면 입장하면 자동으로 체크되나요?,kor
11910,G18484184a1dq,user,Qf783862a916t,2021-03-11 22:40:13,토론,kor
11913,Wfb811854ab1l,user,Jaa216794ba9c,2021-03-12 09:09:10,"선생님의 안내에 따라 블랙보드의 메뉴에 “영상 출석 현황 (학습자)”를 만든 후, “학습자 미리 보기 시작”기능을 활용하여 학습자 입장에서 “영상 출석 현황 (학습자)”에 들어가서 그 기능을 체크해본 결과, “영상 출석 상태(P/F)”에서 학습자가 출석 상태를 임의적으로 수정할 수 있는 “변경”버튼의 기능이 활성화된 상태로 나타납니다. “변경”버튼의 기능이 활성화된 상태에서 “영상 출석 현황 (학습자)”이 학습자에게 공개되면 학습자가 자신의 출석 현황을 조작할 수 있어 담당 교수가 영상 출석 현황을 체크하는 것은 불가능할 것 같습니다. 이 문제를 어떻게 해결하면 좋을까요?",kor
11921,U0b444544ab1z,user,Te651672410er,2021-03-12 09:11:21,저,kor
11928,Ra1901714ab6g,user,P56991314ba5i,2021-03-12 09:31:22,콜라보레이트가 화면에 뜨지 않습니다ㅠㅠ,kor
11936,La6937234ab7v,user,L3d523494ab7x,2021-03-12 09:36:57,블랙보드 오류와 관련해서 문의할 수 있는 전화번호가 있을까요?,kor
11942,Xc5825074abab,user,A5e809815970a,2021-03-12 09:47:24,카툴라에 입장이 안되는 학생이 있는데 확인 가능할까요?,kor
11953,K4a444624abeh,user,Nbb48645489bb,2021-03-12 10:06:54,혹시 영상에 출석을 설정하고 학생들이 출석이 잘 반영됐는지 확인할 수 있었던 '녹화영상 출석 현황'은 어디서 설정할 수 있는건가요??,kor
11958,D56874044accy,user,B88432194acbc,2021-03-12 11:05:58,포탈아이디 변경을 위해 탈퇴를 할려고 합니다.,kor
11964,Td9497824acda,user,S87383962f1eu,2021-03-12 11:09:27,"대면시험대신, 온라인시험으로 대체할 수 있다고 알고 있는데, 온라이시험 출제 매뉴얼을 찾아보는데,존재하지 않는 페이지라고 되어 있습니다.꿀팁 사이트 > 블랙보드 > 매뉴얼 > 08. 시험 Assessment(Click)",kor
11971,Gaf233434acfr,user,B00602353cf4x,2021-03-12 11:16:44,업로든된 동영상 강의를 다 들었는데요 출석이 제대로 인정되엇는지 확인하려면 어떻게 해야하나요,kor
11973,Ga8945454ad4e,user,Ecb521203dc0x,2021-03-12 11:39:22,"선생님, 안녕하세요.
강의자료에 2개의 논문파일을 업로드 하고자 하는데 1개의 파일만 업로드가 됩니다. 혹시 복수의 파일을 업로드 하는 방법은 없는지요.",kor
11978,C89137114ad6m,user,Jbf968964ad6d,2021-03-12 11:49:25,혹시 포탈에서 전과제도와 관련된 내용이 어디 있는지 알 수 있을까요?,kor
11980,H6f262534aday,user,F5d102784adax,2021-03-12 12:06:50,"코스에 공지사항, 과제, 콘텐츠 등이 올라오면 지난 학기에는 이메일로 알림이 왔는데 이번 학기에는 이메일 알림이 오지 않습니다. 코스의 모든 변경사항에 대해 이메일 알림을 받으려면 어떻게 해야 하나요?",kor
11987,Ib5950924ae8y,user,E64922554a5ep,2021-03-12 13:07:07,안녕하세요:) 녹화강의 출석을 학생이 확인할 수 있을까요?,kor
12004,C4f134414aebf,user,M0e304754d8co,2021-03-12 13:17:24,줌링크로 연결이 안되어서 회의코드로 연결했는데도 안되는 경우에는 뭐가 잘못인걸까요?ㅜㅜ,kor
12017,Pc3111404aecc,user,W61416602a2ee,2021-03-12 13:20:37,"과목에 대한 코스 알림이 등록된 개인 이메일로 전혀 오지 않습니다. 분명 알림설정에도 다 체크해 두었는데, 수업에 대한 공지가 전혀 메일이 오지 않습니다.",kor
12053,C01856834aedd,user,X3241649b475s,2021-03-12 13:28:12,"안녕하세요, 동영상 시청이 제대로 기록 되었는지 확인하고 싶다는 학생 문의가 있네요. 꿀팀 사이트의 구글 드라이브 메뉴얼을 보긴 했는데 제 담당 코스에는 동영상 출석현황 섹션이 없어서 문의드립니다.",kor
12058,Hea109264af5s,user,Ebd399914ba0d,2021-03-12 14:00:20,설정을 어떻게 해야하는 지 모르겠어요,kor
12076,B91306684af8z,user,G25337854af6z,2021-03-12 14:13:09,안녕하세요 김민호 조교수입니다. Zoom 관련 조교 권한에 대해서 여쭤보려고 합니다,kor
12090,Wcf467534afdr,user,P7a102284c95g,2021-03-12 14:36:13,"안녕하세요 출석에 관련하여 질문 드립니다. 혹시 60분 강의라고 가정했을 때, 배속으로 강의를 정주행 했을 경우, 출석 인정이 되는지 궁금합니다. 감사합니다",kor
12096,U4f253594b04v,user,Qa812340a8e8v,2021-03-12 15:06:24,유튜브나 다른 건 소리가 잘 들리는데 줌이나 콜라보레이트 실시간 수업만 들어가면 소리가 안들려요ㅜ,kor
12102,O4b896214b11s,user,Ac5783140ec8d,2021-03-12 16:02:03,"블랙보드 코스에서 강의로 들어갔을 때, 특정 강좌에서 왼쪽편에 공지사항, 강의계획서, 토론실 등으로 가는 배너가 보이지 않는데 어떻게 해결할 수 있나요?",kor
12106,J7b249214b12n,user,J4f23803d4e1o,2021-03-12 16:05:58,안녕하세요 고려대학교 조교수 김민호입니다,kor
12116,C4a394104b12t,user,N2c27220a9c9d,2021-03-12 16:06:01,안녕하세요. 학생들 출석체크로,kor
12143,Yda779074b13i,user,F87870917c01i,2021-03-12 16:10:35,안녕하세요 과목 출석 처리중 의문사항이 있어 질문을 드립니다.,kor
12156,B74699924b18e,user,P7a102284c95g,2021-03-12 16:29:52,"안녕하세요, 출석 관련 질문드립니다. 혹시 학생들이 수시로 자신의 출석을 확인할 수 있도록 공개를 할 수 있을까요? 수업은 글로벌시대와 세계시민의 로고스라는 수업입니다.",kor
12161,Nda597294b1bs,user,V9c101754ca2v,2021-03-12 16:42:16,안녕하세요,kor
12219,Df8436624b1fc,user,P91511944b1ej,2021-03-12 16:58:40,"안녕하세요 교수학습지원센터 근로장학생입니다. 블랙보드 콜라보레이트에관한내용입니다. 학생이 노트북으로 들어가면 콜라보레이트 메뉴가 안보이고, 모바일로 들어가면 콜라보레이트 메뉴가 보인다고해요. 혹시 이게 네트워크 불안정 문제일까요?",kor
12233,B87529914b24p,user,Caa362451f97a,2021-03-12 17:20:32,콜라보레이트로 실시간수업 진행시 브레이크그룹을 미리 만들어 놓을 수 없나요?,kor
12252,Xd7633474b29t,user,Q67140464b27r,2021-03-12 17:44:43,모바일에서는 문제없이 로그인이 되는데 노트북에서는 계속 오류가 납니다. 어떻게 해야 할까요?,kor
12266,Lee714704b3bq,user,I71698314b3ag,2021-03-12 18:59:18,모바일에서는 로그인이 되는데 노트북에서는 계속 오류가 발생합니다.,kor
12294,Qd5359934b43n,user,Ra2177934c42c,2021-03-12 19:31:58,안녕하세요. 생명과학부 김옥매 교수입니다. 코스메뉴에 리포트 제출 메뉴를 만들고 날짜별 폴더를 만들어서 학생들이 리포트 파일을 올리도록 하였습니다. 학생들은 정상적으로 업로드하였는데 그 파일들이 제게는 보이지 않네요. 무슨 문제일까요?,kor
12326,Ya5867044b75w,user,Kd2738424b74f,2021-03-12 23:05:26,줌에서 어떻게 출석확인이 가능한가요,kor
12329,Cca276874ba9k,user,G7f206293b53j,2021-03-13 02:47:50,과제 제출하고 오타가 있어서 다시 제출했습니다. 이전에 제출한 과제는 어떻게 삭제하나요? 아직 기한은 안 지났습니다.,kor
12331,R41880954c02j,user,Xbe506104b23v,2021-03-13 09:09:00,블랙보드 로그인이 안돼요,kor
12354,Sa6751244c1ey,user,Z71825184c75a,2021-03-13 11:06:12,대학원 수업에서,kor
